;M01_1_N;M02_1_N;M03_1_N;M04_1_N;M05_1_N;M06_1_N;M01_2_N;M02_2_N;M03_2_N;M04_2_N;M05_2_N;M06_2_N;M07_2_N;M08_2_N;M09_2_N;M10_2_N;M11_2_N;M12_2_N;M01_3_N;M02_3_N;M03_3_N;M04_3_N;M05_3_N;M06_3_N;M07_3_N;M08_3_N;M09_3_N;M10_3_N;M11_3_N;M12_3_N;M13_3_N;M14_3_N;M15_3_N;M16_3_N;M17_3_N;status
69;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
70;1.7;1.7;1.3;2.7;1.7;1.3;1.7;1.7;1.3;2.7;1.7;1.3;1.3;1.3;1.3;4.0;2.7;5.1;1.7;1.7;1.3;2.7;1.7;5.1;5.1;1.3;1.3;4.0;2.7;5.1;2.3;2.7;1.7;1.3;1.3;0
71;1.7;5.1;5.1;1.7;5.1;1.3;1.7;2.3;2.0;1.7;1.3;1.3;5.1;5.1;5.1;5.1;3.3;5.1;1.7;2.3;2.0;1.7;1.3;5.1;5.1;1.3;2.0;2.0;3.3;5.1;5.1;5.1;5.1;5.1;5.1;0
72;1.7;1.3;1.7;1.0;1.7;1.3;1.7;1.3;1.7;1.0;1.7;1.3;1.0;5.1;1.7;2.7;1.3;5.1;1.7;1.3;1.7;1.0;1.7;5.1;5.1;5.1;1.7;2.7;1.3;5.1;1.0;2.3;1.7;1.0;1.0;1
73;1.7;1.7;1.3;2.0;1.3;1.3;1.7;1.7;1.3;2.0;1.3;1.3;2.0;1.3;1.0;1.3;3.0;5.1;1.7;1.7;1.3;2.0;1.3;5.1;5.1;1.3;1.0;1.3;3.0;5.1;1.0;1.7;1.0;2.0;1.0;0
74;1.7;1.3;1.7;2.7;2.3;5.1;1.7;1.3;1.7;2.7;2.3;5.1;1.0;5.1;5.1;3.7;4.0;5.1;1.7;1.3;1.7;2.7;2.3;5.1;5.1;5.1;5.1;3.7;4.0;5.1;1.0;3.3;5.1;1.3;1.3;1
75;5.1;5.1;1.0;5.1;5.1;5.1;5.1;5.1;1.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
76;3.3;1.7;5.1;5.0;5.1;3.3;3.3;1.7;5.1;5.0;5.1;3.3;5.1;5.1;5.1;5.1;5.1;5.1;3.3;1.7;5.1;5.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
77;2.7;3.0;1.0;5.1;2.3;3.3;2.7;3.0;1.0;5.1;2.3;3.3;5.1;5.1;1.3;5.1;5.1;5.1;2.7;3.0;1.0;5.1;2.3;5.1;5.1;5.1;1.3;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
78;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1.3;3.3;5.1;3.7;1.7;4.0;5.1;5.1;1.3;3.3;5.1;5.1;5.1;2.7;4.0;1.0;5.1;1
79;2.3;5.1;2.0;5.1;1.3;2.7;2.3;5.1;2.0;5.1;1.3;2.7;5.1;5.1;5.1;5.1;5.1;5.1;2.3;5.1;2.0;5.1;1.3;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
80;2.0;2.0;2.0;3.0;1.7;1.7;2.0;2.0;2.0;3.0;1.7;1.7;2.7;5.1;5.1;5.0;5.1;5.1;2.0;2.0;2.0;3.0;1.7;5.1;5.1;5.1;5.1;2.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
81;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
82;1.3;2.0;2.3;4.0;5.1;2.7;1.3;2.0;2.3;4.0;5.1;2.7;1.0;5.1;5.1;5.0;5.1;5.1;1.3;2.0;2.3;4.0;5.1;5.1;5.1;5.1;5.1;5.0;5.1;5.1;5.1;5.1;5.1;1.3;5.1;1
83;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
84;1.7;2.0;1.3;2.0;1.3;2.0;1.7;2.0;1.3;2.0;1.3;2.0;2.0;1.3;1.3;4.0;2.3;5.1;1.7;2.0;1.3;2.0;1.3;5.1;5.1;1.3;1.3;4.0;2.3;5.1;2.7;2.7;1.7;1.7;3.0;0
85;5.1;5.1;5.1;5.1;5.1;5.1;5.1;3.0;1.7;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;3.0;1.7;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1.7;5.1;5.1;3.0;1
86;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
87;2.0;5.1;2.0;4.0;2.3;4.0;2.0;4.0;2.0;4.0;2.3;4.0;5.1;2.0;1.7;5.0;3.3;5.1;2.0;4.0;2.0;4.0;2.3;5.1;5.1;2.0;1.7;3.0;3.3;5.1;2.7;5.1;2.3;2.3;5.1;1
88;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
89;1.7;5.1;1.3;5.1;1.3;5.1;1.7;5.1;1.3;5.1;1.3;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1.7;5.1;1.3;5.1;1.3;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
90;2.7;5.1;1.3;5.1;1.7;5.1;2.7;2.3;1.3;5.1;1.7;2.0;5.1;1.0;1.0;5.1;5.1;5.1;2.7;2.3;1.3;5.1;1.7;5.1;5.1;1.0;1.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
91;1.7;5.1;5.1;5.1;1.0;1.3;1.7;1.7;1.3;1.3;1.0;1.3;5.1;5.1;5.1;5.1;5.1;5.1;1.7;1.7;1.3;1.3;1.0;5.1;5.1;1.7;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
92;2.0;5.1;5.1;5.1;5.1;5.1;2.0;2.0;2.0;5.1;5.1;1.7;5.1;5.1;5.1;5.1;5.1;5.1;2.0;2.0;2.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1.7;5.1;1
93;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
94;2.7;5.1;2.3;5.1;1.7;5.0;2.7;5.1;2.3;5.1;1.7;2.7;5.1;5.1;5.1;5.1;5.1;5.1;2.7;5.1;2.3;5.0;1.7;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
95;2.7;5.1;5.1;2.0;5.1;5.1;2.7;5.1;5.1;2.0;2.3;5.1;5.1;5.1;4.0;5.1;5.1;5.1;2.7;3.0;5.1;2.0;2.3;5.1;5.1;5.1;4.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
96;1.3;1.3;5.1;5.1;5.1;5.1;1.3;1.3;5.1;5.1;5.1;1.0;5.1;5.1;5.1;5.1;5.1;5.1;1.3;1.3;5.1;5.1;5.1;4.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
97;1.3;1.0;1.3;5.1;1.0;1.7;1.3;1.0;1.3;1.7;1.0;1.7;2.0;5.1;1.0;5.1;5.1;5.1;1.3;1.0;1.3;1.7;1.0;5.1;5.1;1.0;1.0;1.3;2.0;5.1;5.1;5.1;5.1;1.3;5.1;1
98;5.1;5.1;5.1;5.1;5.1;2.0;2.0;4.0;1.7;3.7;2.3;2.0;5.1;5.1;5.1;5.1;5.1;5.1;2.0;4.0;1.7;3.7;2.3;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
99;4.0;5.1;2.0;5.1;2.3;5.0;4.0;5.1;2.0;5.1;2.3;5.0;5.1;5.1;5.1;5.1;5.1;5.1;4.0;3.7;2.0;5.1;2.3;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
100;5.1;5.1;5.1;5.1;5.1;5.1;5.1;4.0;5.1;5.1;5.1;3.3;5.1;5.1;5.1;5.1;5.1;5.1;5.1;4.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
101;5.1;1.3;1.0;1.0;5.1;5.1;5.1;1.3;1.0;1.0;5.1;1.0;5.1;5.1;5.1;5.1;5.1;5.1;1.7;1.3;1.0;1.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1.0;5.1;5.1;5.1;5.1;1
102;3.0;2.3;1.3;5.1;2.0;2.3;3.0;2.3;1.3;5.1;2.0;2.3;5.1;1.0;1.7;5.1;5.1;5.1;3.0;2.3;1.3;5.1;2.0;5.1;5.1;1.0;1.7;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
103;2.0;5.1;1.0;5.1;5.1;2.7;2.0;2.0;1.0;5.1;5.1;2.7;5.1;5.1;1.3;5.1;5.1;5.1;2.0;2.0;1.0;5.1;5.1;3.0;5.1;5.1;1.3;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
104;3.3;4.0;1.0;5.0;2.3;3.3;3.3;4.0;1.0;5.0;2.3;3.3;5.1;2.3;5.1;5.1;5.1;5.1;3.3;4.0;1.0;5.0;2.3;5.1;5.1;2.3;1.3;5.1;5.1;5.1;5.1;5.1;3.0;5.1;5.1;1
105;2.0;5.1;5.1;5.1;5.1;2.3;2.0;2.7;2.0;5.0;3.0;2.3;5.1;5.1;5.1;5.1;5.1;5.1;2.0;2.7;2.0;4.0;3.0;5.1;5.1;5.1;3.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
106;5.1;5.1;5.1;3.7;5.1;4.0;5.1;5.1;5.1;3.7;5.1;4.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;3.7;5.1;1.7;1.3;5.1;5.1;5.1;5.1;5.1;5.1;3.7;5.1;5.1;5.1;1
107;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
108;1.3;1.3;5.1;1.7;2.0;1.7;1.3;1.3;5.1;1.7;2.0;1.7;5.1;5.1;1.0;5.1;3.0;1.3;1.3;1.3;1.0;1.7;2.0;5.1;5.1;1.3;1.0;3.0;3.0;1.3;3.3;3.0;2.7;1.7;3.0;0
109;2.3;5.1;5.1;5.1;5.1;2.3;2.3;5.1;2.0;5.0;2.3;2.3;5.1;5.1;5.1;5.1;5.1;5.1;2.3;5.1;2.0;3.7;2.3;5.1;5.1;5.1;2.7;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
110;5.1;5.1;5.1;5.1;5.1;5.1;4.0;1.0;2.0;5.0;1.3;2.0;5.1;5.1;1.0;5.1;5.1;5.1;4.0;1.0;2.0;5.0;1.3;5.1;5.1;5.1;1.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
111;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;2.0;2.7;1.0;4.0;1.7;5.1;5.1;2.0;1.3;4.0;5.1;5.1;5.1;5.1;5.1;3.3;5.1;1
112;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
113;5.1;5.1;2.7;4.0;5.1;5.1;5.1;5.1;2.7;4.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;2.7;4.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
114;5.1;5.1;5.1;1.7;5.1;5.1;5.1;5.1;5.1;1.7;5.1;5.1;1.0;1.0;1.0;1.0;3.3;1.0;5.1;5.1;5.1;1.7;5.1;5.1;5.1;1.0;1.0;1.0;3.3;1.0;1.0;1.3;3.0;1.3;1.3;1
115;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
116;3.3;5.1;5.1;5.0;5.1;2.7;3.3;5.1;5.1;5.0;5.1;2.7;5.1;5.1;5.1;5.1;5.1;5.1;3.3;5.1;5.1;5.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
117;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;4.0;5.1;5.1;3.3;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;3.3;5.1;5.1;5.1;5.1;2.7;5.1;2.7;4.0;1
118;1.0;1.0;5.1;5.1;1.7;1.3;1.0;1.0;1.0;2.0;1.7;1.3;1.0;5.1;5.1;5.1;5.1;5.1;1.0;1.0;1.0;2.0;1.7;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1.0;5.1;5.1;5.1;1
119;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;2.7;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;2.7;5.1;5.1;5.1;5.1;1.7;5.1;5.1;2.7;5.1;5.1;2.3;5.1;5.1;0
120;2.7;1.3;5.1;5.1;2.0;5.1;2.7;1.3;1.0;4.0;2.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;2.7;1.3;1.0;4.0;2.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
121;3.0;3.7;2.0;3.0;2.7;3.7;3.0;3.7;2.0;3.0;2.7;3.7;2.3;1.7;2.3;4.0;3.7;5.1;3.0;3.7;2.0;3.0;2.7;5.1;5.1;1.7;2.3;4.0;3.7;5.1;2.0;2.7;3.7;2.0;5.1;0
122;2.3;2.0;5.1;2.7;5.1;2.0;2.3;2.0;5.1;2.7;5.1;2.0;5.1;5.1;5.1;5.1;5.1;5.1;2.3;2.0;5.1;2.7;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
123;5.1;5.1;5.1;5.1;5.1;5.1;2.7;3.0;5.1;2.3;1.0;2.0;5.1;5.1;2.0;5.1;2.3;5.1;2.7;3.0;5.1;2.3;1.0;5.1;5.1;5.1;2.0;5.1;2.3;5.1;1.0;5.1;5.1;5.1;5.1;0
124;1.3;1.3;1.0;5.1;5.1;1.0;1.3;1.3;1.0;1.7;1.0;1.0;1.0;1.0;1.0;1.0;5.1;5.1;1.3;1.3;1.0;1.7;1.0;5.1;5.1;1.0;1.0;1.0;1.0;5.1;5.1;5.1;5.1;1.3;5.1;1
125;5.1;5.1;1.0;5.1;5.1;5.1;5.1;5.1;1.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
126;5.1;5.1;5.1;5.1;5.1;5.1;2.0;2.0;5.1;2.7;5.1;3.3;5.1;5.1;5.1;5.1;5.1;5.1;2.0;2.0;5.1;2.7;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;2.3;1.3;1
127;5.1;5.1;5.1;2.0;5.1;5.1;5.1;5.1;5.1;2.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;2.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
128;5.1;5.1;5.1;5.1;5.1;5.1;3.3;2.3;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;3.3;2.3;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;2.3;5.1;4.0;5.1;1
129;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
130;1.0;1.3;1.0;1.3;1.0;1.3;1.0;1.3;1.0;1.3;1.0;1.3;1.0;1.0;1.0;1.0;5.1;5.1;1.0;1.3;1.0;1.3;1.0;5.1;5.1;1.0;1.0;1.0;1.3;1.0;1.0;1.0;5.1;1.0;1.0;0
131;2.3;1.3;2.3;5.1;1.3;5.1;2.3;1.3;2.3;5.1;1.3;5.1;5.1;1.0;2.0;5.1;5.1;5.1;2.3;1.3;2.3;3.0;1.3;5.1;5.1;1.0;2.0;5.1;5.1;5.1;5.1;5.1;5.1;2.3;5.1;1
132;1.0;1.0;1.0;5.1;5.1;1.0;1.0;1.0;1.0;5.1;5.1;1.0;5.1;5.1;5.1;5.1;5.1;5.1;1.0;1.0;1.0;1.7;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1.3;5.1;5.1;5.1;5.1;5.1;1
133;5.1;5.1;5.1;5.1;2.3;5.1;5.1;5.1;5.1;5.1;2.3;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;2.3;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
134;2.3;3.7;1.0;3.0;2.3;3.7;2.3;3.7;1.0;3.0;2.3;3.7;5.1;5.1;5.1;5.1;5.1;5.1;2.3;3.7;1.0;3.0;2.3;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
135;5.1;5.1;1.3;5.1;5.1;5.1;5.1;5.1;1.3;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1.3;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
136;5.1;5.1;5.1;5.1;5.1;5.1;3.0;2.7;5.1;3.7;3.3;3.3;5.1;5.1;5.1;3.3;3.7;5.1;3.0;2.7;5.1;3.7;3.3;5.1;5.1;5.1;5.1;3.3;3.7;5.1;5.1;5.1;5.1;5.1;5.1;1
137;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
138;5.1;5.1;5.1;5.1;5.1;3.3;5.1;5.1;5.1;5.1;5.1;3.3;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
139;5.1;5.1;5.1;1.7;5.1;5.1;5.1;2.0;1.3;1.7;1.3;5.1;5.1;5.1;5.1;1.0;3.3;1.3;5.1;2.0;1.3;1.7;1.3;5.1;5.1;5.1;5.1;1.0;3.3;1.3;5.1;5.1;5.1;5.1;5.1;1
